 KOI   ID  KICID(primary) KICID(companion)  d["]   d_unc  PA[deg]  PA_unc   U        U_unc     B        B_unc     V        V_unc    F555W   F555W_unc  F775W   F775W_unc   i        i_unc     z       z_unc      LP600  LP600_unc   562    562_unc     692    692_unc     880    880_unc     J        J_unc     H        H_unc     K        K_unc
 3378   C      4376629     4376629_blend   3.125   0.050   154.3    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     5.698    0.101    99.990   99.990    99.990   99.990
 3386   B      6960487     6960487_blend   3.406   0.050   248.2    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     3.993    0.089    99.990   99.990    99.990   99.990
 3394   B      7748487     7748487_blend   3.681   0.050   257.1    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     4.286    0.137    99.990   99.990    99.990   99.990
 3395   B      3219037     3219037_blend   3.689   0.050   171.9    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     3.220    0.026    99.990   99.990    99.990   99.990
 3401   B      9966219     9966219_blend   0.650   0.050    94.0    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     0.890    0.200    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990
 3402   B      3757778     3757778_blend   2.164   0.050   228.7    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     5.474    0.347    99.990   99.990    99.990   99.990
 3413   B      4164393     4164393_blend   2.088   0.139    12.2    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     3.790    0.030    99.990   99.990    99.990   99.990    99.990   99.990     4.248    0.104    99.990   99.990    99.990   99.990
 3415   B      3433668     3433668_blend   0.740   0.050    89.0    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     0.030    0.050    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990
 3417   B      7503885     7503885_blend   2.153   0.050   171.4    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     5.205    0.225    99.990   99.990    99.990   99.990
 3418   B      3629330     3629330_blend   1.130   0.050    43.0    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     1.290    0.100    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990
 3428   B      9027909     9027909_blend   3.291   0.050   260.1    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     3.818    0.070    99.990   99.990    99.990   99.990
 3432   B      8738775     8738775_blend   0.660   0.050   113.0    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     1.370    0.170    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990
 3435   B      3945802           3945803   3.241   0.050   160.0    1.0     2.141    0.069     1.654    0.045     1.525    0.031    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     1.193    0.010    99.990   99.990    99.990   99.990
 3435   C      3945802           3945797   3.506   0.068   301.1    1.1     0.422    0.037     0.434    0.037     0.517    0.028    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     0.555    0.011    99.990   99.990    99.990   99.990
 3439   B      4282191     4282191_blend   3.430   0.052   227.9    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     3.970    0.050    99.990   99.990    99.990   99.990    99.990   99.990     3.439    0.023    99.990   99.990    99.990   99.990
 3439   C      4282191     4282191_blend   3.955   0.050   115.5    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     5.034    0.097    99.990   99.990    99.990   99.990
 3444   B      5384713     5384713_blend   1.087   0.051     9.6    1.2    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     2.795    0.021     2.567    0.019     3.320    0.170    99.990   99.990    99.990   99.990    99.990   99.990     2.492    0.234    99.990   99.990     2.450    0.027
 3444   C      5384713     5384713_blend   2.043   0.050   332.1    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     9.247    0.118
 3444   D      5384713     5384713_blend   3.057   0.050   282.1    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     9.025    0.119
 3444   E      5384713     5384713_blend   3.390   0.050   192.6    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     9.483    0.124
 3444   F      5384713     5384713_blend   3.529   0.091   264.8    1.5    99.990   99.990     3.380    0.064     3.604    0.042    99.990   99.990    99.990   99.990     4.501    0.100     4.729    0.140     3.410    0.230    99.990   99.990    99.990   99.990    99.990   99.990     4.878    0.089    99.990   99.990     5.092    0.148
 3444   G      5384713     5384713_blend   3.711   0.050    26.1    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     8.185    0.113
 3444   H      5384713     5384713_blend   3.873   0.050   353.6    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     8.095    0.079
 3450   B      8560940     8560940_blend   2.080   0.050     4.3    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     1.587    0.010    99.990   99.990    99.990   99.990
 3453   B      4932689     4932689_blend   3.317   0.050   136.8    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     3.948    0.168    99.990   99.990    99.990   99.990
 3455   B      6947668     6947668_blend   3.400   0.050   326.7    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     3.106    0.116    99.990   99.990    99.990   99.990
 3456   B      6364582     6364582_blend   0.044   0.050    16.5    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     0.000    0.150    99.990   99.990     0.160    0.150    99.990   99.990    99.990   99.990    99.990   99.990
 3459   B      2717158     2717158_blend   3.314   0.071   124.5    1.2    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     2.370    0.040    99.990   99.990    99.990   99.990    99.990   99.990     2.258    0.023    99.990   99.990    99.990   99.990
 3460   B      9664276     9664276_blend   1.240   0.050   153.0    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     5.080    0.130    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990
 3460   C      9664276     9664276_blend   2.430   0.075   231.7    1.4    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     5.520    0.110    99.990   99.990    99.990   99.990    99.990   99.990     5.544    0.188    99.990   99.990    99.990   99.990
 3461   B      2437112     2437112_blend   2.207   0.058   135.3    1.3    -0.190    0.168     0.597    0.082     0.885    0.042    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     1.687    0.019    99.990   99.990    99.990   99.990
 3461   C      2437112     2437112_blend   3.814   0.050    60.0    1.0    99.990   99.990     1.493    0.099     1.668    0.050    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     2.244    0.030    99.990   99.990    99.990   99.990
 3463   B      5294945     5294945_blend   2.740   0.050    79.0    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     4.790    0.020    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990
 3463   C      5294945     5294945_blend   3.376   0.125    95.3    1.2    99.990   99.990    99.990   99.990     3.982    0.127    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     4.410    0.040    99.990   99.990    99.990   99.990    99.990   99.990     3.645    0.047    99.990   99.990    99.990   99.990
 3467   B      7121885     7121885_blend   3.032   0.050   230.6    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     3.971    0.124    99.990   99.990    99.990   99.990
 3468   B      5213404     5213404_blend   1.490   0.050   117.0    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     3.220    0.150    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990
 3471   B     11875511    11875511_blend   0.564   0.076   228.9    3.1    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     3.050    0.120    99.990   99.990     3.790    0.150     2.810    0.150    99.990   99.990    99.990   99.990    99.990   99.990
 3472   B      9536108     9536108_blend   3.887   0.050   272.6    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     4.497    0.082    99.990   99.990    99.990   99.990
 3478   B      7742408     7742408_blend   3.575   0.050   191.6    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     5.025    0.031    99.990   99.990    99.990   99.990
