 KOI   KICID      CP   PC   FP     Rp_min   KOI_Rp  Teq_min KOI_Teq    Kepmag      V         Ks     Observatories
2582   11771430    0    1    0       2.2   2582.01    615   2582.01     13.63     13.83     12.24   Pal1.5,WIYN
2583   10387742    0    1    0       0.6   2583.01   1197   2583.01     12.62     12.86     11.08   Keck,Lick,Pal1.5,WIYN
2585    7673841    2    1    0       1.1   2585.03   1088   2585.02     13.45     13.64     12.12   MMT,Pal1.5
2586    9827149    1    0    1       1.6   2586.01   1383   2586.01     15.55     15.73     13.85   Pal1.5
2587    5546691    1    0    0       1.3   2587.01    764   2587.01     15.08     15.36     13.57   Pal1.5
2589   10468885    1    0    0       1.2   2589.01   1710   2589.01     15.65     16.01     13.57   Pal1.5
2590   12016267    0    1    1       1.2   2590.02    893   2590.02     11.64     11.74     10.41   Keck,Pal1.5,WIYN
2592    6765135    0    1    0       2.3   2592.01    347   2592.01     15.05     15.19     13.62   Pal1.5
2593    8212002    1    0    0       1.4   2593.01    994   2593.01     11.71     11.80     10.48   CAHA,Gem,Keck,Lick,Pal1.5
2594    8004903    1    0    0       2.4   2594.01    888   2594.01     15.17     15.32     13.65   Pal1.5
2595    8883329    2    0    0       1.4   2595.02   1052   2595.02     13.22     13.32     11.99   Lick,Pal1.5,Pal5
2597   12120307    2    1    0       1.5   2597.03    926   2597.02     14.79     14.99     13.38   Pal1.5
2598    7446631    0    1    0       1.3   2598.01    614   2598.01     14.16     14.43     12.78   Pal1.5
2601    7531677    0    0    1       1.6   2601.01   1656   2601.01     13.91     14.17     12.42   Pal1.5
2602   10068659    1    0    0       1.5   2602.01    811   2602.01     15.05     15.24     13.51   Pal1.5
2603    2443393    0    1    0       1.6   2603.01    547   2603.01     12.64     12.78     11.36   Lick,Pal1.5,WIYN
2604    9019191    0    1    0      48.6   2604.01    559   2604.01     15.32     15.71     13.13   Pal1.5
2607    5095635    0    1    0       1.5   2607.01   1932   2607.01     14.48     14.79     12.99   Pal1.5
2608    6269070    1    0    0       1.9   2608.01   2016   2608.01     13.32     13.35     11.96   Pal1.5,WIYN
2610    2305866    0    2    0       2.6   2610.01    632   2610.02     12.60     12.57     11.27   DCT,Pal1.5
2612    9602613    0    2    0       0.5   2612.02    870   2612.02     11.83     12.07     10.19   DCT,Gem,Pal1.5
2613    9712350    0    1    0       2.6   2613.01    416   2613.01     15.96     16.24     14.03   Pal1.5
2615    8025596    1    0    0       1.5   2615.01   1098   2615.01     15.71     15.99     14.11   Pal1.5
2619    8081905    1    0    0       1.9   2619.01   1198   2619.01     15.93     16.21     14.19   Pal1.5
2620   11465950    0    1    0      63.9   2620.01    650   2620.01     15.87     16.16     14.12   Pal1.5
2623   10916600    1    1    0       0.6   2623.02   1214   2623.01     13.38     13.50     12.07   MMT,Pal1.5
2624    8429314    1    0    0       3.0   2624.01    375   2624.01     15.17     15.50     13.60   Pal1.5
2625    9153570    1    0    0       1.5   2625.01   1040   2625.01     15.89     16.20     14.09   Pal1.5
2626   11768142    0    1    0       1.1   2626.01    229   2626.01     15.93     16.89     12.64   Gem,HST,Keck,Pal1.5
2627    6124512    1    0    0       1.0   2627.01    871   2627.01     14.67     14.94     12.80   Pal1.5
2628   10070468    1    0    0       1.0   2628.01   1682   2628.01     14.81     14.99     13.26   Pal1.5
2631    7584650    0    1    1       1.5   2631.01    590   2631.01     13.47     13.65     12.04   Pal1.5,WIYN
2632   11337566    1    0    0       1.0   2632.01   1261   2632.01     11.39     11.49     10.15   CAHA,Gem,Keck,Lick,Pal1.5,Pal5
2634    1995519    1    0    0       2.5   2634.01    585   2634.01     15.92     16.19     14.19   Pal1.5
2635    4914566    1    0    0       1.1   2635.01    798   2635.01     12.82     12.99     11.38   Pal1.5,WIYN
2636    6198182    0    2    0       0.6   2636.02   1050   2636.02     12.32     12.26     10.67   Pal1.5,WIYN
2637    9574179    0    1    0       1.0   2637.01   1167   2637.01     15.02     15.24     13.48   Keck,Pal1.5
2638    6211812    0    1    0       1.6   2638.01   1203   2638.01     15.55     15.89     13.64   Pal1.5
2639   11391755    0    2    0       2.1   2639.01    690   2639.01     15.53     15.73     14.02   Pal1.5
2640    9088780    0    1    0       9.4   2640.01    914   2640.01     13.23     13.55     10.99   CAHA,Keck,Lick,Pal1.5
2641    8894646    0    1    0       0.9   2641.01   1270   2641.01     13.85     14.11     12.31   Pal1.5
2647   11962284    1    0    0       1.5   2647.01    778   2647.01     15.10     15.39     13.15   Pal1.5
2649    6842682    1    0    0       1.2   2649.01    891   2649.01     14.64     14.88     13.09   Pal1.5
2650    8890150    2    0    0       0.8   2650.02    264   2650.01     15.99     16.76     12.95   HST,Keck
2652    4346178    1    0    0       2.3   2652.01    627   2652.01     15.02     15.35     13.05   Pal1.5
2654    9664142    1    0    0       1.8   2654.01    733   2654.01     15.78     15.98     14.10   Pal1.5
2655   10018233    1    0    0       1.8   2655.01    676   2655.01     15.24     15.46     13.63   Keck,Pal1.5
2656    8636539    0    1    0       1.3   2656.01   1063   2656.01     15.02     15.27     13.65   Pal1.5
2657    9283156    0    1    0       0.5   2657.01    899   2657.01     12.87     13.08     11.24   Keck,Lick,Pal1.5,WIYN
2658    8547429    0    1    0       1.7   2658.01    840   2658.01     14.41     14.58     12.88   Pal1.5
2659    8803882    0    1    0       3.7   2659.01    657   2659.01     13.00     13.26     10.91   Keck,Pal1.5,WIYN
2660    9893318    1    0    0       2.5   2660.01    768   2660.01     15.39     15.61     13.88   Pal1.5
2662    3426367    1    0    0       0.5   2662.01    586   2662.01     14.49     15.59     11.02   Keck,Lick,Pal1.5
2663    7762723    0    1    0       0.7   2663.01    770   2663.01     13.46     13.67     11.90   WIYN
2664    5562090    1    0    0       2.3   2664.01    491   2664.01     15.65     16.19     13.54   Keck,Pal1.5
2666    5342061    0    1    0       2.5   2666.01    411   2666.01     15.34     15.62     13.61   Pal1.5
2668    5513012    1    0    0       1.2   2668.01   1814   2668.01     14.16     14.43     12.44   Lick,Pal1.5,Pal5
2672   11253827    2    0    0       3.5   2672.02    417   2672.01     11.92     12.08     10.28   Gem,Keck,MMT,Pal1.5,Pal5
2674    8022489    2    0    1       1.0   2674.03    939   2674.02     13.35     13.57     11.82   CAHA,Pal1.5,Pal5,WIYN
2675    5794570    1    1    0       0.8   2675.02    923   2675.01     12.43     12.62     10.91   Gem,Keck,MMT,Pal1.5,WIYN
2677    9958387    0    1    0       5.8   2677.01    342   2677.01     13.46     13.71     12.14   Pal1.5,Pal5
2678    6779260    1    0    0       3.6   2678.01   1432   2678.01     11.80     12.02     10.09   Keck,MMT,Pal1.5
2679    6716021    0    1    0      12.6   2679.01    448   2679.01     13.45     13.62     12.11   Pal1.5
2680    8326342    0    1    0       5.4   2680.01    626   2680.01     14.60     14.89     12.85   Pal1.5
2681    6878240    2    0    0       1.8   2681.02    273   2681.01     16.00     16.44     13.90   Keck,Pal1.5
2683    7899070    0    1    0       4.7   2683.01    325   2683.01     15.50     15.76     13.77   Pal1.5
2684    4035667    0    0    1       4.7   2684.01   2867   2684.01     10.03     10.38      9.56   MMT
2686    7826659    0    1    0       3.7   2686.01    212   2686.01     13.85     14.33     11.56   Keck,Pal1.5,WIYN
2687    7202957    0    2    0       1.6   2687.01   1263   2687.02     10.16     10.40      8.69   Keck,MMT,Pal1.5,Pal5,WIYN
2688    8892303    1    0    0       5.2   2688.01    626   2688.01     16.41     17.26     13.22   Pal1.5
2689   10265602    0    1    0    3147.9   2689.01    301   2689.01     15.55     15.76     13.85   Pal1.5
2690    5369827    0    0    1       2.0   2690.01   1178   2690.01     13.46     13.76     11.76   Pal1.5
2691    4552729    0    1    0       3.5   2691.01    283   2691.01     14.98     15.42     12.69   Pal1.5,Pal5
2693    5185897    3    0    0       0.9   2693.03    542   2693.02     13.26     13.75     10.79   Keck,MMT,Pal1.5,WIYN
2694    9475552    1    1    0       1.6   2694.01    777   2694.02     14.98     15.40     12.68   Pal1.5
2696   11071200    0    2    0       3.4   2696.02    589   2696.01     13.00     13.01     11.95   Pal1.5,Pal5,WIYN
2698    5128673    1    0    0       2.7   2698.01    384   2698.01     14.00     14.18     12.44   Pal1.5,WIYN
2699    6690836    1    0    0       1.5   2699.01   1801   2699.01     15.23     15.60     13.31   Pal1.5
2700    8639908    0    1    0       2.3   2700.01   1137   2700.01     15.38     15.88     12.84   Pal1.5
2703    5871985    1    0    0       2.8   2703.01    202   2703.01     15.16     15.77     12.77   Pal1.5
2704    9730163    3    0    0       1.4   2704.02    305   2704.03     17.48     18.36     12.61   Keck,Pal1.5
2705   11453592    1    0    0       0.7   2705.01    483   2705.01     14.72     15.32     10.73   Keck,Lick,Pal1.5
2706    9697131    0    1    0       1.8   2706.01   1830   2706.01     10.27     10.55      9.11   Keck,MMT,Pal1.5,Pal5,WIYN
2707    5480640    3    0    0       1.0   2707.02    392   2707.01     14.47     14.79     12.70   Pal1.5
2708    5175986    1    0    0       1.7   2708.01   1409   2708.01     15.90     16.35     13.66   Pal1.5
2711    5272233    2    0    0       1.5   2711.02    786   2711.02     13.64     13.84     12.30   Keck,Pal1.5
2712   11098013    0    1    0       1.6   2712.01   1164   2712.01     11.12     11.26      9.95   CAHA,Keck,Pal1.5,Pal5,WIYN
2714   12206313    3    0    0       1.8   2714.01    408   2714.03     13.31     13.46     11.99   Pal1.5,Pal5
2715    9837661    2    1    0       3.1   2715.03    547   2715.01     16.83     17.67     13.88   Pal1.5
2716    9092504    1    1    0       1.5   2716.01    881   2716.02     15.81     16.21     14.07   Pal1.5
2717    9467404    1    0    0       1.4   2717.01   2349   2717.01     12.41     12.51     11.12   Lick,Pal1.5
2719    5184911    1    1    0       1.7   2719.01    303   2719.02     15.14     15.61     12.83   Gem,Pal1.5
2720    8176564    0    1    0       1.2   2720.01   1242   2720.01     10.34     10.56      9.00   Keck,MMT,Pal1.5,Pal5,WIYN
2721    6587105    1    0    0       2.8   2721.01    525   2721.01     15.16     15.38     13.46   Pal1.5
2722    7673192    4    1    0       1.2   2722.05    871   2722.05     13.27     13.39     11.99   Keck,MMT,Pal1.5,WIYN
2723    3346154    0    1    0       2.0   2723.01   1403   2723.01     14.57     14.78     12.84   Pal1.5
2728    4178606    1    0    0       3.4   2728.01    704   2728.01     12.85     12.90     11.70   Pal1.5
2729   12008872    1    0    0       1.9   2729.01    831   2729.01     13.91     14.08     12.37   Pal1.5
2730    8415200    1    0    0       0.9   2730.01   1081   2730.01     13.84     14.05     12.31   Pal1.5
2732    9886361    3    1    0       0.9   2732.04    525   2732.03     12.81     12.96     11.54   MMT,Pal1.5,WIYN
2733    5953297    0    1    0       2.5   2733.01   1184   2733.01     14.01     14.43     11.76   Keck,Lick,Pal1.5
2734    7659389    0    1    0       2.6   2734.01   1005   2734.01     15.77     16.10     13.71   Pal1.5
2735    9472074    0    1    0       1.4   2735.01   1795   2735.01     15.60     15.99     13.57   Pal1.5
2736   10842192    1    0    0       2.0   2736.01    577   2736.01     15.91     16.36     13.44   Pal1.5
2739    4831728    1    1    0       1.0   2739.02    814   2739.01     15.02     15.23     13.30   Pal1.5
2741    5513893    0    0    1       0.7   2741.01   2017   2741.01     13.01     13.16     11.58   Lick
2742    5980208    1    0    0       1.0   2742.01   1243   2742.01     15.03     15.74     12.32   Pal1.5
2743    8095441    1    0    0       1.1   2743.01    699   2743.01     13.76     14.07     12.12   Pal1.5
2744    5881813    1    1    0       1.1   2744.02    340   2744.01     15.16     15.45     13.41   Pal1.5
2745   12456601    1    0    0       2.3   2745.01    710   2745.01     15.24     15.40     13.63   Pal1.5
2747    6586746    1    0    0       1.6   2747.01    809   2747.01     15.33     15.65     13.13   Pal1.5
2748    9962455    2    0    0       1.0   2748.02    592   2748.01     14.06     14.45     12.37   LBT,Pal1.5
2749    8687088    0    0    1       1.1   2749.01   2624   2749.01     11.07     11.41     10.02   Pal5
2750    3663173    0    1    0       6.6   2750.01    370   2750.01     15.90     16.17     14.57   Pal1.5
2751    9881077    1    0    0       2.4   2751.01    437   2751.01     15.86     16.32     13.29   Pal1.5
2752    5717567    0    0    1       0.8   2752.01   1848   2752.01     11.51     11.66     10.19   Pal5
2753    6265792    1    0    0       0.9   2753.01   2021   2753.01     13.61     13.81     12.11   Pal1.5,WIYN
2754   10905911    1    0    0       1.1   2754.01   1967   2754.01     12.30     12.28     10.63   Gem,Keck,MMT,Pal1.5,Pal5,WIYN
2755    3545135    0    1    0       0.8   2755.01    909   2755.01     12.15     12.34     10.71   Gem,Keck,MMT,Pal1.5,WIYN
2756    6964929    1    1    0       0.9   2756.02   1053   2756.02     14.76     15.00     13.24   Pal1.5
2757    6432345    0    1    0       2.5   2757.01    273   2757.01     14.61     15.06     12.90   Pal1.5,Pal5
2758    8703129    0    1    0      25.4   2758.01    555   2758.01     11.89     12.23      9.84   Pal1.5
2759   11076400    0    1    0       1.0   2759.01   1435   2759.01     14.29     14.73     12.23   Pal1.5
2760    7877978    0    1    0       2.2   2760.01    317   2760.01     14.89     15.40     12.47   Pal1.5,WIYN
2762    8210018    1    0    0       2.7   2762.01    241   2762.01     15.03     15.47     12.64   Keck,Pal1.5
2763    3834322    0    0    1       1.1   2763.01   1686   2763.01     15.40     15.85     13.12   Pal1.5
2764   10073672    0    1    0       1.2   2764.01    773   2764.01     15.79     16.42     12.87   Pal1.5
2768    9008737    2    1    0       1.2   2768.01    678   2768.02     15.23     15.47     13.48   Pal1.5
2770   10917043    0    1    0       2.3   2770.01    201   2770.01     15.56     16.10     13.05   Lick,Pal1.5
2771   11456382    0    0    1      18.6   2771.01   2573   2771.01     11.75     11.79     10.46   MMT,Pal1.5,Pal5,WIYN
2775    6346809    0    1    0       2.3   2775.01    672   2775.01     14.94     15.21     13.19   Pal1.5
2778    7769819    1    0    0       1.6   2778.01   1282   2778.01     15.39     15.71     13.53   Pal1.5
2779   11874577    0    1    0       2.0   2779.01    554   2779.01     14.94     15.15     13.43   Pal1.5
2780   12164564    1    0    0       2.1   2780.01   1298   2780.01     15.53     15.74     13.99   Pal1.5
2784    3119256    0    1    0       1.4   2784.01   1756   2784.01     11.06     11.14      9.94   WIYN
